Company_name,Website,Categories,Email,description,Country,Region,City,Stand_name,Stand_location,Product
N.BLOSI ORCHARD PLATFORMS,https://www.nblosi.com/en/index.php,,info@nblosi.com,"The company was founded in 1969 under the name “Blosi Sante” and shortly later became “Blosi Sante and Son” in Reda di Faenza (RA).
The first production was of trailed platforms for fruit harvesting, but already in 1971 was developed the first self-propelled machine.
In 1976, when the production of the picking platforms had already started and the company was in full swing, the son Natalino, who had taken over the company for several years, moved the production in the new factory of Russi (RA), where still now the company is operating. The building is of 2000 square meter on a lot of 4300 square meter.
It’s in this period that the company is expanding its market area and begins to export. In the year 1980 the first machine was sold in France and the brand N. BLOSI (which stays for Natalino Blosi) begins to become synonymous of quality also outside Italy.
Thanks to the efficiency of the equipment, recognized by professional growers, as well as the careful after sale service provided, in a short time the company became an industry leader.
Since the foundation of our company, the production of picking platforms has been increasing constantly over the years, thanks also to the use of the latest the technologies and highest quality materials.
Currently our technical department is equipped with two 3D CAD workstations and, from more than 40 years, we can count on a qualified team for planning, designing and building our high-quality equipment.",ITA,,48026-RUSSI,10D22,,
Nahdet Misr Co. for Agro Industries,http://nahdet-misr.com/Pages/Site/AboutUs.aspx,"Fresh Produce, Fresh fruits, Fresh vegetables",saintrashwan23@gmail.com,"Nahdet Misr Co. is a producer, packer & exporter of all horticultural crops, especially citrus, potatoes, onions, grapes, pomegranates, peaches & sweet potatoes. The company has its EureGap, Nature's choice certified farms.",EGY,,33432-Cairo,4A35,P04,
Nakheel Aldka Limited,https://www.aldka.com/,,salman@aldka.com,"Nakheel Aldka Limited is a vertically integrated company producing, processing, packaging and exporting premium organic dates.  We offer our dates and creations as required by our customers whether with regards to grade, size or packaging choice under our Brand or Private label.  Our Standards and Specifications are articulated and acccessible via our corporate website www.aldka.com/commercial-partners.
All our products are certified organic as per Saudi, European, USDA and JAS Standards by Kiwa BCS.  We are proud members of the Saudi Organic Farming Association, a recognized member of the Saudi Arabian Center for Palms and Dates and a recognized member of the Export Authority Program ""Saudi Made.""  Our farm is GlobalG.A.P certified and we rigourasly adhere to sustainable practices and organic principles and accompanying regulations.  Furthermore, our plant is HACCP and BRCS Certified.
The Founder has been involved in the production and processing of dates as a member of a family of dates owners for more than 350 years.",SAU,,Riyadh,8B09,,
Nakhlah Food Industries Company,https://www.nakhlah.sa/,,fahouty@nakhlah.sa,"Nakhlah Food Industries Company is a specialized factory for the production of dates and their derivatives. Based in Kingdom of Saudi Arabia, Dammam in the 3rd industry. It is leadership in the production and export of dates and its derivatives to all over the world. Also, providing the finest types of dates and their derivatives according to international quality and food saftey standards and competitive prices.",SAU,,34858-dammam,8B09,,
NARANJAS DEL VALLE DEL GUADALQUIVIR,https://www.valleguadalquivir.es,"Fresh Produce, Fresh fruits",agro.proyectos@medioguadalquivir.org,,ESP,Córdoba,Palma del Río,9F18A,P09,
Natagri SAL,,,sales@natagri.co,,LBN,,0000-Zahle,2C07,,
NATIONAL CENTER FOR PALMS & DATES,,"Fresh Produce, Fresh fruits",faisal@expandexpo.com,,SAU,,11564-Riyadh,8B09,P08,
NATIONWIDE SPAIN S.L.,https://www.nationwideproduce.com,"Fresh Produce, Fresh vegetables",rafa@nationwide-espana.com,,ESP,Cádiz,San Roque,9B00A,P09,
NATIVA PRODUCE,,"Fresh Produce, Fresh fruits",javier.lopez@nativaproduce.com,,COL,,Cota,4E29,P04,
NATURA SOC COOP AGRICOLA,,"Fresh Produce, Fresh fruits",gianniromeo@opnatura.com,,ITA,,89024 Polistena,3A03A,P03,
NATURAL DE MONTAÑA S.L.,https://www.naturaldemontana.com,"Fresh Produce, Fresh vegetables",dani@naturaldemontana.com,,ESP,Valencia,Anna,3D08,P03,
NATURAL TROPIC SL,https://www.naturaltropic.es,"Fresh Produce, Fresh fruits",administracion@naturaltropic.es,,ESP,Málaga,Vélez,10F00A,P10,
NATURALVI,https://www.naturalvi.com,"Auxiliary Industry, Packaging and labelling",a.baumuller@naturalvi.com,,FRA,,67590-67590 Schweighouse S/Moder,6A15,P06,
NATURAMA SAT 579CV,https://www.naturamabio.es,"Fresh Produce, Fresh fruits",sat@naturamabio.es,,ESP,Valencia,Valencia,3D17D,P03,
NATURCHEM BCN,,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",jordi@naturchembcn.com,,ESP,Barcelona,Barcelona,9F29A,P09,
NATURE CHOICE S.A.T.,https://www.naturechoice-sat.com,"Fresh Produce, Fresh fruits",mrodriguez@naturechoice-sat.com,,ESP,Almería,El Ejido,9C07,P09,
NATURE'S PRIDE,https://www.naturespride.eu,"Fresh Produce, Fresh fruits",lianne.vanleeuwen@naturespride.nl,,NLD,,2676 Maasdijk - Zuid Holland,10E06,P10,
NATURNAR,,"Fresh Produce, Fresh fruits",mramos@naturnar.com,,ESP,Alicante,Bigastro,3E17C,P03,
NAVA SRL,,,info@navasrl.com,,ITA,,70018 Rutigliano,8C12,,
NAVARRA - REYNO GOURMET,https://www.reynogourmet.com,,azabalza@intiasa.es,,ESP,Navarra,Villava,7B09,P07,
NEABIO,,,contact@legrosbio.com,Especialista en Frutas y verduras BIO,FRA,,66031 PERPIGNAN CEDEX,10E08,,
NEOFUNGI,https://www.neofungi.com,"Fresh Produce, Fresh vegetables",ventas@neofungi.es,"Neofungi es una cooperativa líder en la producción y comercialización de champiñones frescos en España. Neofungi agrupa a las cooperativas productoras más importantes de España, como son Champinter y Mercajucar, con una amplia experiencia de casi 50 años en el sector.
Compromiso con la calidad y la sostenibilidad:
Neofungi se distingue por su compromiso con la calidad y la sostenibilidad. La empresa utiliza métodos de producción respetuosos con el medio ambiente, ademas de integrar una economia circular, de principio a fin. Desde la elaboracion del micelio, compost, cultivos, distribución, comercialización y recliclado del compost agotado.
Amplia gama de productos:
Neofungi ofrece una amplia gama de champiñones frescos de la más alta calidad, incluyendo champiñón blanco, portobello, shiitake y seta ostra. También produce y comercializa setas exóticas y otros productos derivados del champiñón.
Presencia nacional e internacional:
Neofungi comercializa sus productos en todo el territorio español, y también exporta a países de Europa y otros continentes. La empresa cuenta con una moderna red de distribución que garantiza la frescura y calidad de sus productos hasta el consumidor final.
Innovación y desarrollo:
Neofungi apuesta por la innovación y el desarrollo continuo, invirtiendo en investigación y tecnología para mejorar sus procesos de producción y ofrecer productos de mayor calidad y valor añadido.
Responsabilidad social:
Neofungi está comprometida con la responsabilidad social y el desarrollo sostenible de la región. La empresa genera empleo y riqueza en la zona, y colabora con diferentes entidades sociales y medioambientales.
Para más información:
Visite la página web https://neofungi.com/ ",ESP,Albacete,Villagordo del Júcar,3C19,P03,
Nesbo,,"Fresh Produce, Fresh fruits, Fresh vegetables",info@nesboexport.com,,ESP,Almería,Almería,9D20B,P09,
NETURAL,,"Auxiliary Industry, Packaging and labelling",avaccari@retificionassi.com,,ITA,,50053 Empoli,8E23B,P08,
NEW GROWING SYSTEM,https://www.ngsystem.com,"Auxiliary Industry, Preharvest",ngs@ngsystem.com,,ESP,Almería,Pulpí,7E20,P07,
NEW START FOR SUPPLIES,,"Fresh Produce, Fresh fruits",newstart22ex@gmail.com,We supply and export fresh vegetables and fruits,EGY,,31511-tanta,2A13,P02,
NEXT ECUADOR,https://nextecuador.org/,,next-ecuador@intracen.org,"NEXT Ecuador: promoviendo nuevas exportaciones ecuatorianas no tradicionales.
Proyecto financiado por la Unión Europea y ejecutado por el International Trade Centre. Busca apoyar la reactivación del sector agroexportador ecuatoriano en el contexto post pandemia bajo criterios de inclusión y sostenibilidad. Trabaja con más de mil productores en 13 provincias de Ecuador. Conecta a compradores con Mipymes, grandes empresas y profesionales a lo largo de toda la cadena de valor de las frutas no tradicionales ecuatorianas.
Productos frescos ofrecidos: aguacate Hass (Global GAP, Rainforest, SMETA); pitahaya amarilla (Global GAP), plátano (convencional y orgánico). 
NEXT Ecuador: promoting new non-traditional exports.
This project, funded by the European Union and led by the International Trade Centre, is dedicated to revitalizing the Ecuadorian agroexport sector in the post-pandemic era. Emphasizing inclusivity and sustainability, the project collaborates with over 1,000 producers across 13 Ecuadorian provinces. This initiative is at the forefront of driving impactful change by facilitating connections between buyers and a wide range of stakeholders in Ecuador's non-traditional fruit value chain.
Fresh products offered: Hass avocado (Global GAP, Rainforest, SMETA); yellow pitahaya (Global GAP), plantain (conventional and organic). ",ECU,,Quito,4D02,,
NEXT TO BUSINESS,,"Fresh Produce, Fresh fruits",guglielmo@ntob.eu,,ITA,,97100-Ragusa,3B00,P03,
NICOFRUIT - FRUTTHERA GROWERS SOC. COOP. AGR.,,"Fresh Produce, Fresh fruits",arcadia@aoparcadia.it,,ITA,,75020 Matera,3C05A,P03,
NILE AGRO INDUSTRIES (AGA),,"Fresh Produce, Fresh fruits, Fresh vegetables",melrifai@tibafarms.com,,EGY,,76647-Cairo,4A48,P04,
"Ningbo Yongfeng Packaging Co.,Ltd",https://www.yepp.vn/,"Auxiliary Industry, Packaging and labelling",info@yepp.vn,"Since 1986, We grow up everyday!
In 2014, Ningbo Yongfeng Packaging Co.,Ltd set up Vietnam Yongfeng Packaging Co.,Ltd to pursue the ambition to become a multinational supplier of packaging materials. Today,
Yongfeng has developed into an organization with strong production capacity and specialized in Leno bags, Raschel bags, Circular bags, Shade nets, Pallet nets and Net Wrap. We established the brand YePP to create better customized packaging solutions for the mutual success of our customers from agricutural and industrial sector.
 ",CHN,ZHEJIANG, Ningbo,10G27,P10,
NISPERO GUARDIOLA,,"Fresh Produce, Fresh fruits",tserranom@gmail.com,,ESP,Alicante,Callosa D'en Sarriá,3E18,P03,
NIVERPLAST,,"Auxiliary Industry, Packaging and labelling",info@niverplast.com,,NLD,,7442 PD Nijverdal,10C27,P10,
NIVEX FOR AGRICULTURE INVESTMENT & EXPORT,,"Fresh Produce, Fresh fruits",info@nivexfarms.com,,EGY,,11828 Obour City,2A17,P02,
NOBOA,,"Fresh Produce, Fresh fruits",jjreyes@bonita.com,,ECU,,2000-Antwerp,10A20,P10,
NOELIA BRENES,,,nohelia_brenes@hotmail.com,,CRI,,30602-CARTAGO,4D18,,
NOIRMOUTIER,,"Fresh Produce, Fresh fruits, Fresh vegetables",vbrechet@coopnoirmoutier.com,,FRA,,85330 Noirmoutier en L'Ille,6B04C,P06,
Nord Ovest spa,https://www.nord-ovest.it/en/shipping/isothermal-shipments/,"Auxiliary Industry, Transport & logistics",Massimo.delpozzo@nord-ovest.com,"With its over forty years of experience and specially trained and constantly updated staff, NordOvest is a highly qualified partner for manufacturers of perishable products.
We are able to take care of the entire logistics chain for temperature-sensitive shipments in compliance with the regulations, preparing the necessary documentation and guaranteeing an optimal temperature range throughout the entire transportation process in order to make sure that a product’s original properties are maintained constant, with no risk of contamination or decay.
As we deal with the whole transport process in person, we can agree each time with customers on the optimal temperature conditions to meet their requirements within community-regulated timeframes, according to the properties of the products (life and quality) in each single delivery, guaranteeing a reliable, precise, cost-effective service.",ITA,,12100 - Cuneo,8B22,P08,
NORDIMPIANTI,http://nordimpianti.com,"Auxiliary Industry, Services",info@nordimpianti.com,"Since 1974 Nordimpianti has been playing a leading role in the supply of machines, equipment and complete production lines for the production of prestressed reinforced concrete posts.
The company, located in Chieti, operates all over the world and is present in over 50 countries. The Slipformer and Wet Casting machines produce a wide range of posts from 60x60mm up to 260x260mm used for particular applications.
Nordimpianti also supplies the auxiliary equipment necessary for all stages of production, from production beds, cutting machines, cable prestressing to equipment required for the lifting and transportation of the elements to the warehouse.
Employing knowledgeable and professional technical personnel, Nordimpianti is able to assist the customer in all phases of the project such as preparing the factory layout, advising on the various types of posts that can be produced, civil works, equipment assembly, plant commissioning and after sales technical assistance 
The production plants offered by Nordimpianti are based on long production lines and therefore do not require fixed formwork. The production beds are universal and therefore it is possible to produce posts with different dimensions simply by changing the forming mold inside the casting machine.
This allows for greater daily production rates with very low production costs. The operation of a medium-sized plant (7,000 linear meters of daily production) requires only 4-5 people per work shift.",ITA,,66100-Chieti,8D28A,P08,
Normec QC One,https://normecfoodcare.com/en/digitization/qc-software/,,joris.van.den.nieuwenhuizen@normecgroup.com,"Normec QC One: Your partner in objective Quality ControlImprove your quality control with one powerful solution
Normec QC One offers an innovative solution to enhance your quality control. Our user-friendly software integrates seamlessly into your processes, allowing you to streamline your quality control effortlessly.
Why Choose Normec QC Software?1. IntuitiveWith an intuitive interface, your team can get started immediately. No long training sessions needed, just a powerful tool that you understand right away. Our 24/7 support is always available.
2. Cost-EffectiveSave time and resources with our efficient QC One software.
3. SecureYour data is safe thanks to our high security standards.
4. Continuously Up-to-DateAlways stay informed with up-to-date information through our app.
5. Flexible SetupCustomize the software entirely to your needs with help from our specialists.
6. All-in-OneAll aspects of quality control integrated into one app.
AGF Sector and QC OneThe AGF sector faces challenges like stricter regulations and demanding consumers. Normec QC One helps you tackle these challenges with smart quality software. With accurate, objective measurements based on color, texture, smell, taste, and nutritional value, QC One ensures reliable product assessments, saving valuable time and minimizing errors.
Smart ERP IntegrationsOur software integrates seamlessly with your ERP system. Inspections can be created based on current inventory information by simply scanning a barcode.
From Reactive to ProactiveWith data-driven systems, you can identify and address potential issues early, leading to improved food safety and customer satisfaction.
Higher Customer SatisfactionQC One offers benefits for both producers and retailers. With access to comprehensive quality reports, retailers can make better-informed decisions, leading to higher customer satisfaction and loyalty.
Mobile Apps for On-the-GoOur mobile Reports app for iOS and Android allows you to view and share quality reports on the go. Push notifications keep you updated on important changes, and the chat feature ensures centralized storage of comments.
Inspector App: Work Anytime, AnywhereWith the user-friendly Inspector app, you can even work offline. Add photos, follow step-by-step instructions, and create professional reports. Whether you are in the factory or in the field, you can conduct inspections anytime, anywhere.
Online Portal for Analysis and DistributionOur online portal is the central hub for all your quality information. Share reports automatically and digitally, and develop inspection templates that perfectly match the needs of your stakeholders. With features like the inspection uploader and stakeholder management, managing your quality processes has never been easier.
Take control of QualityNormec QC One offers an all-in-one solution for objective quality control that is intuitive, cost-effective, secure, and continuously up-to-date. With flexible setup and seamless ERP integrations, our software helps you maintain the highest quality and optimize your business processes. Whether you work in the AGF sector or another industry, QC One ensures efficient and reliable quality control. Elevate your quality control with Normec QC One!",NLD,,2992 LA-Barendrecht,1C09,,
